row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,BLANK_20250905144046.mzML Peak area,BLANK_20250905131026.mzML Peak area,BLANK_20250905141457.mzML Peak area,BLANK.mzML Peak area,AB_2.mzML Peak area,AB_7.mzML Peak area,AB_1.mzML Peak area,AB_5.mzML Peak area,AB_4.mzML Peak area,AB_3.mzML Peak area,AB_8.mzML Peak area,AB_9.mzML Peak area,AB_6.mzML Peak area
5217,247.1326119,2.3170652,,,,15,198,[M+Na]+,,2,5183;5217,224.14335,5.8663845,6.9132547,0,0,50721.938,50878.2,198144.89,102067.72,159380.84,91886.984,37807.33,93393.305,129983.086
5792,247.1328026,2.621458,,,,15,,,,,,,0,0,0,0,24783.637,22432.217,91425.3,102898.27,102175.07,60286.97,16610.326,67121.34,63712.027
6470,247.1328382,2.857041,,,,15,,,,,,,0,0,0,0,2646.1345,1818.4797,20507.797,19309.584,38780.934,12302.226,1694.5281,21331.191,9384.804
3668,247.1440383,1.8240459,,,,15,,,,,,,13.5255,0,0,0,86225.35,143754.11,11613.045,143614.95,42556.574,309161.78,55967.156,966383.2,10080.164
5070,247.1440547,2.255647,,,,15,,,,,,,21.993935,0,0,0,205760.88,247278.7,0,598570.5,183418.6,816143.4,30486.105,536516.6,21206.602
17489,247.1667596,10.815344,,,,47,,,,,,,35011.8,33041.04,30141.72,29386.99,30881.3,31600.912,29260.684,32245.03,28874.184,30602.896,31474.096,32480.164,29684.115
8826,247.1805407,3.9426372,,,,69,,,,,,,0,0,0,0,11621.672,801.7332,300504.5,1333.7797,0,7845.3423,7330.178,0,65838.75
515,247.2022481,0.5353667,,,,13,,,,,,,0,0,0,0,7499.8945,18805.383,10085.897,2997.6536,8652.585,50596.45,118476.555,14728.574,1398.1229
1279,248.0222231,0.8000905,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,87707.29,0
1573,248.0223423,0.98468506,,,,30,,,,,,,0,0,0,0,51439.586,0,0,26060.207,19926.348,1747.4656,119000.875,42573.234,73270.44
3640,248.0916573,1.8470665,,,,15,146,[M+H]+,,2,3641;3640,247.08437,10.705436,23.778667,156.04312,0,459451.44,783644.1,616804.4,392716.3,739575.6,606974.3,294177.44,1336107,823000.44
2189,248.0951705,1.3791897,,,,41,103,[M+NH4]+,,2,2189;2193,230.06141,0,0,0,0,30974.725,22099.021,77982.12,48901.348,85042.28,147254.67,31396.277,252050.75,34017.867
3662,248.1101824,1.8447675,,,,15,,,,,,,0,0,0,0,36693.88,62277.953,42642.508,35130.344,61296.766,51965.45,20574.357,114735.09,64760.703
2765,248.1142669,1.605255,,,,15,,,,,,,0,0,0,0,2813.6812,5276.6284,4491.2993,2902.7,990.25745,8876.875,217.93488,27789.877,4534.9346
892,248.1496502,0.65663916,,,,13,,,,,,,0,0,0,0,26345.596,9345.193,7400.634,7441.9473,12358.873,21891.555,18304.967,59764.305,2292.8855
8209,248.1679878,3.6263318,,,,85,287,[M+NH4]+,,2,8209;8210,230.13419,0,0,0,0,25537.83,26882.697,104418.4,52683.52,139420.64,144054.03,20988.822,494039.5,39680.953
1896,249.0540959,1.1333303,,,,79,95,[M+NH4]+,,3,1879;1896;1900,231.02037,0,0,0,0,27739.426,37.51123,890.88135,20153.297,36445.543,20.29046,40238.46,1721.4198,59843.6
447,249.1076254,0.5099488,,,,13,27,[M+Na]+,,2,472;447,226.11849,63.523785,230.2709,721.1955,0,9564.377,7903.602,18785.512,19823.518,17721.857,18623.508,22707.914,3304.7615,9120.227
6329,249.1120914,2.812729,,,,15,,,,,,,0,0,0,0,4154.2515,1167.2556,8841.648,11458.88,8229.252,13910.098,2043.4276,6147.4697,33043.75
2072,249.1597669,1.3247132,,,,41,,,,,,,0,0,0,0,11096.938,20659.605,0,18525.855,4235.6104,91659.01,555.198,9389.7,993.66833
3338,249.1598013,1.7321593,,,,15,,,,,,,0,0,0,0,50976.367,80539.984,0,160105.86,38193.066,218908.05,941.522,293768.4,8090.755
2335,249.1598557,1.4721836,,,,15,,,,,,,0,0,0,0,5192.72,14040.694,0,79433.72,26927.318,25545.047,341.84534,106900.91,2548.019
1597,250.0935755,0.9638688,,,,13,,,,,,,0,0,0,0,10461.283,9202.073,21928.951,10967.625,24644.96,24031.148,19424.336,33961.375,22976.04
2822,250.1106493,1.6134576,,,,15,116,[M+NH4]+,,2,2818;2822,232.07685,0,0,0,0,5093.7275,4646.9214,13298.13,5850.8516,7126.0312,15736.61,3434.5596,57144.72,2785.258
8218,250.1635087,3.6274211,,,,85,289,[M+NH4]+,,2,8221;8218,232.12965,0,0,0,0,438.78574,753.7338,3887.9788,1168.154,4835.3564,5594.9907,324.5936,20917.8,1182.4119
16,250.9388525,0.4378122,,,,13,,,,,,,0,0,0,0,35.356865,15101.848,39.810276,13100.669,0,2991.8347,0,0,3935.8105
8907,251.0761735,3.9954822,,,,69,,,,,,,0,0,0,0,0,20272.521,19131.143,54904.234,15786.588,46404.707,0,15954.897,0
523,251.100658,0.53400654,,,,13,36,[M+Na]+,,2,499;523,228.1114,0,0,0,0,3164.7158,3329.1277,6829.2407,9305.734,9489.33,7667.098,8015.5806,1762.781,5002.35
16428,251.1018605,8.60365,,,,89,,,,,,,0,0,0,0,30722.63,991.03357,657.6903,2026.4473,8543.459,903.8195,51.05539,3680.5544,1423.6757
5148,251.1024381,2.2917764,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,256017.56,0
10955,251.1278269,5.2741413,,,,,,,,,,,0,0,0,0,20616.818,5059.079,22701.275,41667.305,171137.11,19084.87,25941.84,163103.53,51235.73
7240,251.1278931,3.1151857,,,,15,,,,,,,0,0,0,0,17304.807,1448.8322,40461.312,41760.42,37200.734,44816.645,24066.8,103615,15430.098
6351,251.1279206,2.8168883,,,,15,,,,,,,0,0,0,0,13594.868,11542.386,31396.555,30431.941,33547.64,56051.773,16406.604,79780.81,14477.8545
3020,251.1391724,1.6742439,,,,15,,,,,,,0,0,0,0,540.9777,641.57245,20613.084,13261.605,69834.02,16272.716,2390.6113,48458.418,2528.1135
1922,252.0725933,1.2465787,,,,53,,,,,,,0,0,0,0,7113.032,8390.939,24052.816,19973.58,29569.184,18138.889,8260.351,111641.664,14348.3
7768,252.123126,3.3736126,,,,85,279,[M+NH4]+,,3,7782;7799;7768,234.08951,0,0,0,0,136256.56,111878.836,450039.1,248024.14,311870.16,227222.14,85625.39,291567.4,132396.14
828,252.9724439,0.609318,,,,13,,,,,,,0,0,0,0,7835.131,6040.932,29899.031,30635.768,52285.45,65123.527,28484.182,15877.288,10785.645
3495,253.0640349,1.782907,,,,15,,,,,,,0,0,0,0,23263.006,504.78122,0,99695.07,20879.336,2763.694,32792.42,178783.75,77759.23
7212,253.1089855,3.1047916,,,,81,,,,,,,0,0,0,0,0,3925148,0,0,0,0,348140.9,0,14888.008
7742,253.1266669,3.3731513,,,,85,,,,,,,0,0,0,0,19174.795,14284.337,64268.258,33209.305,42276.973,31211.582,11611.09,42963.875,17630.742
2726,253.1282108,1.5840112,,,,15,113,[M+H]+,,4,2715;2752;2718;2726,252.12093,0,7.1627016,32.19885,0,3469.331,9567.868,1945910.8,1309661,542500.4,10885.52,602306.06,30149.883,221314.11
5540,253.1579394,2.522116,,,,15,,,,,,,0,0,0,0,13131.21,23718.498,12568.469,3048.4395,10227.891,42597.758,14725.688,235059.67,12881.214
1879,254.0095881,1.1318129,,,,79,95,[M+Na]+,,3,1896;1879;1900,231.02037,0,0,0,0,46111.49,0,0,105894.055,182598.77,2110.174,98248.36,8866.565,92450.23
1663,254.0481228,0.9941764,,,,13,92,[M+H]+,,2,1663;1641,253.04089,0,0,0,0,132415.12,227.44258,0,495809.06,128116.8,10438.468,245204.64,1234393.6,285735.22
5396,254.1385081,2.4272249,,,,15,211,[M+NH4]+,,3,5438;5400;5396,236.10479,1266.5223,2923.6902,683.88007,0,882895.44,781597.75,1880629.2,1659398.6,2497574.8,877881.75,540704.9,1618550,1762295.2
7486,254.1386142,3.2422316,,,,85,268,[M+NH4]+,,4,7486;7435;7443;7445,236.10499,2514.7107,6264.422,3985.7266,0,6359856,5244913,1.47E+07,8851004,1.19E+07,8480273,4137837.8,9792787,6435834
1207,254.1612382,0.7769439,,,,13,,,,,,,0,0,0,0,7366.3174,7914.2373,99377.4,38330.223,20725.982,4881.061,24360.729,0,4800.005
11198,254.1749806,5.43334,,,,31,365,[M+NH4]+,,2,11198;11196,236.14114,0,0,0,0,184.1907,15.135621,291.3321,2906.825,3596.0508,10.575224,5280.5986,57916.367,3508.8042
10487,254.1750846,4.8824086,,,,93,348,[M+NH4]+,,2,10487;10475,236.14135,0,0,0,0,26099.09,7872.6865,75240.836,86147.09,130956,17522.973,105595.02,1001215.5,81111.21
6919,255.0653099,3.0198493,,,,15,,,,,,,0,0,0,0,1296.1482,0,0,11128.6,10683.965,57180.953,0,27275.973,0
1117,255.0743479,0.7449341,,,,13,67,[M+K]+,,2,1117;1160,216.11125,0,0,0,0,0,0,13212.894,5037.753,10048.686,19074.227,2304.2761,0,2091.1338
1985,255.0974596,1.1994152,,,,79,100,[M+NH4]+,,2,2011;1985,237.06359,0,0,0,0,6551.856,26430.01,21465.934,35430.273,34432.652,25287.633,14916.7705,28690.102,18285.512
5411,255.1225137,2.4242778,,,,15,,,,,,,0,21.897953,19.97799,0,234881.3,229872.22,418122.16,416156.16,610576.8,209050.97,152106.83,347483.44,465990.47
2565,255.1336207,1.5621749,,,,15,,,,,,,0,0,0,0,659.322,20915.938,127567.3,63572.508,39225.316,21860.47,18910.25,34872.547,10703.48
2225,255.1338795,1.4269047,,,,15,,,,,,,0,0,0,0,808.04224,2523.1072,128336.195,89901.734,50031.367,26611.02,14143.794,25082.703,17679.627
7442,255.1419605,3.241028,,,,85,,,,,,,89.66169,211.29817,130.48073,0,830476.44,756421.25,1762886.5,1086705.2,1408158.8,1032281.5,553877.56,1329668,801704.1
11534,255.2105574,5.654816,,,,62,,,,,,,69.46246,170.7588,44.568497,8.848192,12241.1045,14450.831,177961.4,30258.867,198293.88,52554.973,19233.688,21312.709,100158.21
9052,255.2106403,4.0767355,,,,69,,,,,,,46.973465,46.879944,35.30519,9.453489,977.1655,4535.575,71196.37,3582.8127,6029.0723,14637.9795,4072.0603,42938.082,19027.896
11834,255.2107188,5.906469,,,,75,,,,,,,25.443918,39.614758,11.923782,8.672445,1554.8568,8052.4976,56467.016,17419.133,38787.312,11147.038,10581.279,23148.045,31556.104
9620,256.0968468,4.4102373,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,39480.715,0,31119.816
3950,256.1541412,1.94096,,,,15,156,[M+NH4]+,,2,3950;3961,238.12037,7.8846073,7.5157204,0,0,16430.502,15120.049,17452.244,14049.476,32115.098,18963.324,7575.651,24002.998,25676.662
4812,256.1543025,2.1569037,,,,15,187,[M+NH4]+,,2,4812;4813,238.12057,15.326016,44.56415,8.716613,0,407758.06,328037.25,1103667.9,626956.44,608647.2,565751,206217.17,875654.94,347720.66
2668,256.1753106,1.5663284,,,,15,111,[M+NH4]+,,4,2617;2648;2668;2580,238.14159,0,0,0,0,0,0,30745.076,8969.81,0,0,10831.402,0,100.71292
7782,257.0783227,3.3771105,,,,85,279,[M+Na]+,,3,7782;7799;7768,234.08951,0,0,0,0,35639.19,27502.531,20691.688,12397.474,15952.619,17805.764,18890.11,3074.4062,11496.254
1195,257.1131073,0.77205443,,,,13,,,,,,,0,0,0,0,92222.45,80302.12,120316.71,123814.83,119242.27,76837.01,67169.9,443438.94,131972.16
4498,257.1494318,2.0779524,,,,15,177,[M+NH4]+,,2,4498;4483,239.11561,0,0,0,0,132500.92,84223.55,100090.24,137068.22,206828.22,89246.086,219984.42,631357.3,193071.5
3268,257.1497097,1.7249814,,,,15,,,,,,,0,0,0,0,550.3708,1070.6626,12038.233,18788.734,34531.574,11169.904,3176.2878,91047.56,7201.2285
10252,257.1568805,4.7224774,,,,55,345,[M+H]+,,2,10241;10252,256.14963,0,0,0,0,14221.025,16428.137,37170.37,21779.096,61900.15,82100.586,6863.456,114342.875,24594.39
10568,257.1569311,4.9619284,,,,14,352,[M+H]+,,2,10568;10566,256.14969,0,0,0,0,3784.054,6210.2954,13668.113,5026.8657,33318.914,25539.072,5463.0347,21597.34,3402.937
6198,257.1898128,2.7760456,,,,,,,,,,,0,0,0,0,1218.3411,2423.0044,44924.324,0,0,189.52792,0,0,0
14427,257.226303,7.459073,,,,90,,,,,,,0,0,0,0,416.25922,195.00134,5357.9355,6963.3267,1882.3922,4653.945,800.53644,30818.996,0
11537,257.2263106,5.6602798,,,,62,,,,,,,0,0,0,0,37452.79,66140.96,269002.38,162681,206689.98,146669.03,34936.84,611024.8,97192.37
12788,257.2263396,6.642192,,,,82,,,,,,,0,0,0,0,9.040953,29.73155,80311.08,108.06534,1018.82104,2672.8325,1224.415,335.3171,10001.834
16306,257.2263443,8.505858,,,,43,,,,,,,0,0,0,0,685.3065,0,6324.337,2424.062,21.474,10.764942,3068.5063,62888.668,2425.4038
16661,257.2264713,8.833108,,,,73,,,,,,,0,0,0,0,1030.2593,293.82346,15355.033,2206.0195,14347.981,7181.7974,5054.9277,17888.676,3744.5767
21,257.9773389,0.4299642,,,,13,,,,,,,0,0,0,0,1341.9165,10099.881,4524.6943,6727.4097,912.47845,7176.726,776.4041,1596.5195,3193.2249
1159,258.0196201,0.7516162,,,,13,68,[M+K]+,,2,1166;1159,219.05642,0,0,0,0,0,3534.4949,12286.485,5593.6772,59754.65,4735.185,2220.7515,0,1754.0309
1711,258.0740883,1.013458,,,,13,93,[M+K]+,,3,1707;1711;1724,219.11071,0,0,0,0,0,20.699593,2728.2454,0,2929.011,13121.908,0,0,0
190,258.9001227,0.45731956,,,,13,5,[M+K]+,,2,162;190,219.93687,0,0,14.624939,0,10601.887,2685.2385,1178.3479,936.8237,1156.4329,648.0479,7699.6885,170.68518,7367.0557
7445,259.0940011,3.2404997,,,,85,268,[M+Na]+,,4,7486;7435;7443;7445,236.10499,95.1512,583.2985,295.1976,0,1889334.6,1656922.2,2064349,684573.2,1116960,1727965.5,1078555.6,2109428.8,1029167.7
5438,259.0941423,2.4394083,,,,15,211,[M+Na]+,,3,5438;5400;5396,236.10479,33.12441,12.340359,0,0,204685.38,191543.05,137415.14,109950.016,142530.44,97676.84,116925.21,92963.31,224859.4
3741,259.099604,1.8794737,,,,15,150,[M+H]+,,2,3734;3741,258.09239,0,0,0,0,9428.99,2586.2668,0,0,2751.266,12353.294,0,39367.94,0
10475,259.1306566,4.8825293,,,,93,348,[M+Na]+,,2,10487;10475,236.14135,0,0,0,0,2637.7188,266.59662,502.49014,1871.1677,801.0029,362.519,10140.606,18437.31,1841.7009
11858,259.1726467,5.9193177,,,,75,385,[M+H]+,,2,11858;11854,258.16542,0,0,0,0,913.58734,2296.646,13245.458,3898.6663,24599.518,16200.932,2599.5903,13430.825,6086.948
7260,259.1904792,3.093348,,,,15,,,,,,,0,0,0,0,0,2045.7043,37268.914,57571.805,80760.8,43558.812,650.1641,48700.63,358.30325
2306,259.2018497,1.4283333,,,,,,,,,,,0,0,0,0,0,116.01057,1450.5918,29236.941,6305.0303,204.92288,601.05493,3789.0364,1191.3464
1483,260.1492524,0.83833426,,,,13,,,,,,,0,0,0,0,0,20921.24,4959.6367,0,510.99887,1609.5656,0,57737.816,0
1116,260.1493569,0.7329094,,,,13,,,,,,,0,0,0,0,29638.945,435954.6,75198.3,75991.23,47175.727,41481.67,39910.2,35375.348,25973.809
4075,260.185677,1.9718235,,,,15,,,,,,,0,0,0,0,39894.875,16945.336,0,24978.918,14159.566,49549.133,9861.925,52596.586,16947.633
6594,260.2221384,2.9083076,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,58075.324,0
11508,261.0232181,5.654743,,,,,,,,,,,0,0,0,0,0,0,0,97550.49,0,0,0,0,0
12439,261.0233777,6.437536,,,,,,,,,,,0,0,0,0,0,0,0,74488.734,0,0,0,0,0
6916,261.0889311,3.0140703,,,,15,255,[M+K]+,,3,6916;6926;6948,222.12571,0,0,0,0,12542.88,3190.0461,15699.494,2997.2302,7411.1235,10226.375,5009.437,5328.581,3209.8557
4813,261.1098796,2.1604335,,,,15,187,[M+Na]+,,2,4812;4813,238.12057,0,0,0,0,27198.816,20826.193,35512.97,19271.816,19365.543,30269.965,12196.471,30212.447,13373.307
2617,261.1310356,1.5648618,,,,15,111,[M+Na]+,,4,2617;2668;2648;2580,238.14159,0,0,5.567621,0,275.95056,1912.4508,369671.88,253050.81,40278.633,5059.84,384582.12,6015.335,11233.211
2764,261.1445283,1.5107393,,,,15,,,,,,,0,0,0,0,16018.345,23853.576,148680.56,67485.2,82237.82,57136.64,32432.178,160760.31,37697.49
2377,262.0380687,1.496672,,,,15,,,,,,,0,0,0,0,58017.652,0,0,262099.78,49064.562,3931.2185,128016.91,416836.3,219966.83
1083,262.0382028,0.70897716,,,,13,63,[M+H]+,,3,1073;1083;1063,261.0308,0,0,0,0,49472.598,31010.977,20314.605,17204.328,12387.917,23070.523,16409.865,19232.762,30873.361
7108,262.102781,3.0611517,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,45654.145
938,262.1287011,0.6596701,,,,13,,,,,,,0,0,0,0,20878.47,24340.441,64304.973,67108.266,53442.24,36917.93,25329.68,42069.98,64848.113
4846,262.1436872,2.154324,,,,15,,,,,,,5.931278,0,0,0,24019.285,29211.84,81012.5,70128.875,56062.86,51884.535,18309.379,102392.59,33062.527
1129,262.1649602,0.7398915,,,,13,,,,,,,0,0,0,0,38513.47,73198.24,189803.73,180615.62,279558.25,79394.234,88575.25,65790.82,82874.484
1484,262.1649753,0.85793597,,,,13,,,,,,,0,0,0,0,7085.836,14805.905,3762.7239,4270.601,9712.893,11529.992,2303.36,140656.17,0
3761,263.1027122,1.8926667,,,,15,,,,,,,0,0,0,0,3908.0884,13596.097,16747.291,54622.168,118201.02,34742.625,8357.875,58211.133,5385.392
5183,263.1064652,2.3059335,,,,15,198,[M+K]+,,2,5183;5217,224.14335,0,0,0,0,23567.146,29760.285,65821.96,57010.133,68717.234,45530.64,24618.346,30444.83,53463.31
6003,263.106623,2.6535723,,,,15,,,,,,,0,0,0,0,5622.6157,13696.707,53038.844,17326.16,28212.51,6172.9707,1268.7454,9101.623,92644.4
5149,263.121234,2.2862868,,,,,,,,,,,0,0,0,0,0,0,0,0,18927.834,0,0,630955,0
7926,263.1278311,3.4597406,,,,85,281,[M+H]+,,2,7914;7926,262.1204,0,0,0,0,885.78796,5465.1597,15077.729,7150.254,138661.16,5289.3804,319.47324,7760.131,1513.8416
3686,263.1389182,1.8531833,,,,15,,,,,,,0,0,0,0,16000.676,75593.19,75678.76,55901.434,70256.31,126978.1,21074.812,287685.75,40399.227
11223,263.1641254,5.4776363,,,,,,,,,,,0,0,0,0,50.426292,265.00458,1187.6581,539.1053,92994.37,497.43594,9.904939,3277.6816,42.560143
1960,264.0864794,1.1867073,,,,79,98,[M+H]+,,2,1960;1940,263.07934,0,0,0,0,4651.2827,17613.875,21761.715,13743.158,13397.358,20035.006,8652.684,24109.01,6280.968
4173,264.0865552,1.9968317,,,,15,165,[M+H]+,,2,4171;4173,263.07932,0,0,0,0,38825.684,22943.223,17983.316,40643.965,31828.77,40451.58,0,13647.123,0
2366,264.0867328,1.4941806,,,,15,106,[M+H]+,,2,2366;2394,263.07959,0,0,0,0,83.136055,4273.4355,4206.642,826.5575,2845.0435,722.838,517.4937,1578.4054,6760.658
5708,264.1358131,2.590541,,,,15,,,,,,,0,0,0,0,26156.746,13166.994,47954.09,84468.25,31075.7,36661.508,9687.911,10655.424,25598.762
472,265.0817308,0.5202205,,,,13,27,[M+K]+,,2,472;447,226.11849,0,0,0,0,2289.9531,2330.9365,10615.304,5574.0034,7134.0596,6964.672,4744.393,141.2399,7407.638
3641,265.1181857,1.8453239,,,,15,144,[M+H]+,,3,3613;3641;3630,264.11073,932.9596,1007.7364,1683.2683,0,3769727.8,5627936,5313067,3241995.2,5271326.5,4766039.5,2245177.5,9862859,6121867
3399,265.1285275,1.756095,,,,15,,,,,,,0,0,0,0,166.0227,238.0765,69137.97,185185.4,356473.03,492.33774,70082.25,8104.3096,204790.47
5699,265.1431966,2.5889819,,,,15,,,,,,,0,0,0,0,30268.104,17211.717,102583.914,160817.81,76469.15,96779.44,15165.819,95381.49,28525.75
6551,265.1433294,2.8930066,,,,15,,,,,,,0,0,0,0,5868.108,1281.4807,27059.465,33298.625,34817.46,26165.75,3957.5742,25134.47,5744.4688
3684,265.1542653,1.8468086,,,,15,,,,,,,0,0,0,0,5800.356,930.21155,0,42056.184,0,88486.54,0,274108.28,3787.8604
4541,266.1022371,2.0217085,,,,15,168,[M+H]+,,2,4541;4275,265.09527,0,0,0,0,25965.652,67518.64,37846.637,13321.298,51000.08,32966.316,35501.97,79743.47,40320.996
758,267.0591905,0.61552674,,,,13,46,[M+Na]+,,2,752;758,244.06951,0,7.198823,8.058474,0,20950.74,36655.88,64667.246,70996.1,67542.06,83284.61,52086.41,17796.035,31114.875
499,267.0745272,0.55384946,,,,13,36,[M+K]+,,2,499;523,228.1114,0,0,0,0,2237.2332,466.44556,1808.3898,562.77136,1463.6843,928.9456,493.46625,3113.1826,4622.3716
6867,267.0968185,3.0001483,,,,15,,,,,,,0,18.606394,6.4218044,0,36219.555,23043.111,2581.4373,1786.0275,1438.0262,8704.067,18109.686,0,8233.477
2825,267.107844,1.6097137,,,,15,114,[M+H]+,,4,2825;2820;2830;2826,266.10026,0,0,0,0,834.4153,2629.067,74821.92,199173.06,354747.1,3033.929,53253.414,3363.9417,134693.2
4079,267.132619,1.9747277,,,,15,162,[M+Na]+,,2,4059;4079,244.14286,0,0,0,0,9998.133,5272.867,0,0,0,12595.043,0,0,5320.551
2885,267.170519,1.639099,,,,15,,,,,,,0,0,0,0,7023.1597,15374.769,0,28403.34,3561.0798,50128.45,188.09503,163123.55,1171.0546
16735,267.1721247,8.911043,,,,37,408,[M+H]+,,2,16732;16735,266.16485,5890.4507,6137.2236,5910.982,22368.943,6294.3174,5744.0054,4661.507,5842.4023,5812.037,6212.0806,5819.5776,6040.6045,5747.3286
6837,268.100314,2.9988782,,,,15,253,[M+H]+,,2,6865;6837,267.09299,0,0,0,0,11735.207,11028.432,17274.008,12414.964,18458.766,6355.337,9498.543,15436.26,9019.53
1062,268.1041942,0.6952633,,,,13,,,,,,,0,0,17.165743,0,4260.5537,35571.766,55641.26,32922.973,64983.258,32926.15,17016.672,104897.17,36349.24
10968,268.1543783,5.2224965,,,,65,360,[M+NH4]+,,2,10968;10973,250.12053,0,0,0,0,19079.178,4859.3604,46641.387,78883.7,142732.52,9756.752,94317.67,1115651.9,78154.57
794,268.9466636,0.5890677,,,,13,,,,,,,0,0,0,0,3695.1338,749.4459,8367.441,228.59427,13675.241,9097.362,1495.6481,27150.797,15320.204
1649,269.0591233,0.9855477,,,,13,,,,,,,0,0,0,0,100921.32,26164.03,37598.258,169643.58,72680.98,15449.337,92988.58,183342.83,144347.31
3450,269.0591329,1.7742187,,,,15,,,,,,,0,0,0,0,34729.285,2534.7236,1686.2617,36859.168,21031.602,4710.132,40958.64,71915.984,52358.727
1304,269.1115298,0.80139333,,,,13,76,[M+Na]+,,2,1338;1304,246.1219,0,0,0,0,1221.5056,2074.9153,27131.18,0,7676.5215,9701.708,1588.0059,0,0
737,269.1247043,0.6242511,,,,13,,,,,,,0,0,0,0,8253.167,9439.747,13658.691,16178.931,22014.229,9000.828,8402.27,37298.52,17967.973
11079,269.1385202,5.2094584,,,,65,,,,,,,0,0,0,0,4637.344,1596.9019,17994.486,13561.092,48185.098,7785.112,14185.756,39996.03,10003.005
2939,269.149668,1.653359,,,,15,,,,,,,0,0,0,0,6472.547,11215.918,22976.664,18491.557,18524.438,14549.996,8345.478,19613.969,9230.158
4780,269.1497863,2.1506696,,,,15,,,,,,,0,0,0,0,24142.498,38754.395,49390.863,66896.45,75583.336,71486.79,23603.75,82169.58,48741.53
7527,269.190107,3.2573047,,,,85,,,,,,,0,0,0,0,5710.758,4398.5356,41567.094,3259.091,31331.174,22359.871,5834.682,11689.025,66501.83
3309,270.0431901,1.7314894,,,,15,,,,,,,0,0,0,0,23391.621,93.729004,0,138027.61,44053.53,1477.7812,39998.645,161757.6,88518.14
2752,270.1544339,1.6037463,,,,15,113,[M+NH4]+,,2,2752;2726,252.12093,0,0,0,0,469.74536,774.1603,171814.8,89058.586,38336.758,1688.3833,38945.875,1169.8188,15461.466
6699,270.1699775,2.9377427,,,,15,,,,,,,0,0,0,0,2554.569,383.04352,5692.575,5818.9873,4962.899,1980.6971,14583.008,68544.375,5958.012
4449,271.0317137,2.0626967,,,,15,,,,,,,0,0,0,0,235278.03,297561.62,133756.97,127860.48,123923.375,154211.5,359533.56,64869.08,231053.69
5478,271.0602229,2.4808736,,,,15,,,,,,,0,0,0,0,0,0,0,29631.484,71351.12,31200.203,8509.718,49835.332,0
3489,271.0745775,1.7840118,,,,15,,,,,,,0,0,0,0,86669.69,0,0,375535,86345.8,10708.267,137456.3,735999.4,308714.56
1641,271.0747551,0.9751623,,,,13,90,[M+H]+,,3,1614;1641;1668,270.06731,297.30368,0,90.61625,0,2176186.5,92.78212,202.00409,8176281,2088170.9,174474.7,4025719.5,1.96E+07,4536748
1155,271.0752683,0.77352005,,,,13,,,,,,,0,0,0,0,17246.719,126.64015,0,73199.51,8592.675,364.7602,33166.63,122515.07,73258.984
1238,271.0924006,0.785296,,,,13,71,[M+H]+,,3,1225;1218;1238,270.08545,0,0,0,0,70263.93,68838.32,136221.44,96903.57,125173.08,79483.38,77466.734,125911.68,111521.875
5374,271.1650956,2.4096978,,,,15,209,[M+NH4]+,,2,5374;5396,253.13125,0,0,0,0,318285.53,226859.75,884383.44,895453.4,1770209.1,982381.4,350337.7,1545131.2,882524.75
6062,271.1653576,2.6964993,,,,15,232,[M+H]+,,2,6062;6066,270.15856,0,0,0,0,41414.992,19545.23,35354.625,37036.727,71845.375,121345.25,17135.21,196093.48,66942.01
5535,271.168425,2.5275197,,,,15,,,,,,,0,0,0,0,14437.886,27736.08,21808.947,8820.094,8002.242,53346.223,16043.18,256730.28,11053.52
6019,271.2054668,2.6764014,,,,15,229,[M+NH4]+,,2,6012;6019,253.17128,0,0,0,0,3314.6921,1732.9568,24888.305,10855.273,16874.543,19216.518,5936.0103,22257.305,2334.4849
7016,271.2056846,3.0299003,,,,15,,,,,,,0,0,0,0,7990.8457,3867.493,49797.082,26078.557,73822.12,61688.945,16400.219,82759.805,19512.049
9287,272.1280923,4.227257,,,,63,,,,,,,0,0,0,0,40.94888,2352.8945,227.76099,471.1487,60407.035,6897.78,3601.6807,76106.53,680.13367
9640,272.1281392,4.410274,,,,,,,,,,,0,0,0,0,15.287371,4453.143,43.274864,130.30624,112218.64,5607.109,1850.722,170321.78,123.819244
7490,272.1315824,3.2508118,,,,85,,,,,,,0,0,0,0,0,0,1531.0381,934.4564,63757.664,12378.028,0,70371.586,3800.0837
7821,272.1647334,3.3951623,,,,,,,,,,,0,0,0,0,0,0,329.3333,204435.7,0,0,0,0,14030.361
4355,272.1855249,2.0826726,,,,15,,,,,,,0,0,0,0,125999.05,27255.652,145308.05,188056.69,208675.16,179546.11,43894.95,428768.78,44597.723
137,272.9448129,0.45184618,,,,13,,,,,,,0,0,7.1057253,0,2349.942,6104.4287,3227.9216,3232.5007,3272.3916,5286.775,14745.904,0,1508.6083
7799,273.053278,3.3823266,,,,85,279,[M+K]+,,3,7782;7799;7768,234.08951,0,0,0,0,3823.805,2906.272,3420.6997,345.28604,484.86804,1499.3317,1822.9182,0,251.61855
